"fileid","order","species","common_name","study_site","captivity","sex","age","measure","data_location","countbinary","repeat_group","groupid","matrix_edgelist","edgelist_time_meaning","note","full_citation","number_individuals","number_interactions","interactions_per_individual","proportion_unknown","dci","ttri","ds_steepness","modified_landaus_h"
"Myrberg_1972","Perciformes","Eupomacentrus_partitus","Damselfish","USA","Captive","MF","Adult","Chases","Fig3","Count","Yes","Eupomacentrus_partitus1","Matrix","","","Myrberg, A. A. (1972). Social Dominance and Territoriality in the Bicolor Damselfish, Eupomacentrus partitus (Poey) (Pisces: Pomacentridae). Behaviour, 41(3), 207-230.",8,2362,295.25,0,0.955969517358171,1,0.982155127879585,1
"Myrberg_1974","Carcharhiniformes","Sphyrna_tiburo","Bonnethead","USA","Captive","MF","Adult","Give-way (avoidance)","Fig17","Count","No","Sphyrna_tiburo1","Matrix","","","Myrberg, A. A. Jr. & Gruber, S. H. 1974 The behavior of the bonnethead shark, Sphyrna tiburo. Copeia 2, 358-374.",10,200,20,0.0222222222222222,0.67,0.775280898876404,0.689866194411649,0.793706666666667
"Nakano_1994","Salmoniformes","Oncorhynchus_masou_masou","Masu salmon","Japan","Natural","MF","Adult","Aggressive Encounters","Tb1","Count","No","Oncorhynchus_masou_masou1","Matrix","","Sex of fish not mentioned presumed both","Nakano, S. 1994 Variation in agonistic encounters in a dominance hierarchy of freely interacting red-spotted masu salmon (Oncorhynchus masou ishikawai). Ecol. Freshw. Fish 3, 153-158.",11,1738,158,0.0363636363636364,0.967779056386651,1,0.945623950767851,0.886156363636364
"Nakano_1995","Salmoniformes","Salvelinus_leucomaenis","White-spotted charr","Japan","Natural","MF","Adult","Aggressive Encounters with submission","Tb2","Count","No","Salvelinus_leucomaenis1","Matrix","","Matrix in publication includes 5 individuals of a different species - these are removed from matrix here","Nakano, S. 1995 Competitive interactions for foraging microhabitats in a size-structured interspecific dominance hierarchy of two sympatric stream salmonids in a natural habitat. Can. J. Zool. 73, 1845-1854.",14,265,18.9285714285714,0.21978021978022,1,1,0.64552590266876,0.692135384615385
"Natoli_1991","Carnivora","Felis_catus","Domestic cat","Italy","Natural","M","Adult","Agonistic Encounters","Tb2","Count","No","Felis_catus2","Matrix","","","Natoli, E. & De Vito, E. 1991 Agonistic behaviour, dominance rank and copulatory success in a large multi-male feral cat, Felis catus L., colony in central Rome. Anim. Behav. 42, 227-241.",14,64,4.57142857142857,0.692307692307692,0.9375,0.384615384615385,0.123914181057038,0.289507692307692
"Nelissen_1985a","Perciformes","Melanochromis_auratus","Auratus cichlid","Belgium","Captive","MF","Mixed","Aggressive Interactions","Tb2","Count","Yes","Melanochromis_auratus1","Matrix","","published matrix has 1 added to all cells. Those are removed here","Nelissen, M. H. J. 1985 Structure of the dominance hierarchy and dominance determining ""group factors"" in Melanochromis auratus (Pisces, Cichlidae). Behaviour 94, 85-107.",7,779,111.285714285714,0,0.925545571245186,1,0.948545064545046,1
"Nelissen_1985b","Perciformes","Melanochromis_auratus","Auratus cichlid","Belgium","Captive","MF","Mixed","Submission (""Aggressive inhibiting behavior"")","Tb3","Count","Yes","Melanochromis_auratus1","Matrix","","published matrix has 1 added to all cells. Those are removed here","Nelissen, M. H. J. 1985 Structure of the dominance hierarchy and dominance determining ""group factors"" in Melanochromis auratus (Pisces, Cichlidae). Behaviour 94, 85-107.",7,804,114.857142857143,0,0.982587064676617,1,0.988413917524139,1
"NewtonFisher_2004a","Primates","Pan_troglodytes_schweinfurthii","Eastern chimpanzee","Uganda","Natural","M","Adult","Pant Grunt","Tb3","Count","Yes","Pan_troglodytes_schweinfurthii2","Matrix","","","Newton-Fisher, N. E. (2004). Hierarchy and social status in Budongo chimpanzees. Primates, 45(2), 81-87. Chicago",12,120,10,0.333333333333333,0.883333333333333,1,0.481435231435231,0.563171328671329
"NewtonFisher_2004b","Primates","Pan_troglodytes_schweinfurthii","Eastern chimpanzee","Uganda","Natural","M","Adult","Agonistic Interaction","Tb4","Count","Yes","Pan_troglodytes_schweinfurthii2","Matrix","","","Newton-Fisher, N. E. (2004). Hierarchy and social status in Budongo chimpanzees. Primates, 45(2), 81-87. Chicago",12,136,11.3333333333333,0.348484848484849,1,1,0.434149184149184,0.706825174825175
"Norscia_2015a","Primates","Lemur_catta","Ring-tailed lemur","Madagascar","Natural","MF","Mixed","Aggression","ESM1","Count","Yes","Lemur_catta1","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",10,429,42.9,0.0222222222222222,0.804195804195804,1,0.906762498107953,0.987655757575758
"Norscia_2015b","Primates","Lemur_catta","Ring-tailed lemur","Madagascar","Natural","MF","Mixed","Aggression","ESM1","Count","Yes","Lemur_catta2","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",13,209,16.0769230769231,0.205128205128205,0.952153110047847,1,0.683579881656805,0.686335164835165
"Norscia_2015c","Primates","Propithecus_verreauxi","Verreaux's sifaka","Madagascar","Natural","MF","Mixed","Aggression","ESM1","Count","Yes","Propithecus_verreauxi1","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",10,159,15.9,0.355555555555556,0.786163522012579,0.891891891891892,0.396659451659452,0.570831515151515
"Norscia_2015d","Primates","Propithecus_verreauxi","Verreaux's sifaka","Madagascar","Natural","MF","Mixed","Aggression","ESM1","Count","Yes","Propithecus_verreauxi2","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",6,69,11.5,0.266666666666667,0.91304347826087,1,0.578697318007663,0.886971428571429
"Norscia_2015e","Primates","Eulemur_fulvus","Brown lemur","Madagascar","Natural","MF","Mixed","Aggression","ESM1","Count","Yes","Eulemur_fulvus1","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",11,92,8.36363636363636,0.309090909090909,0.673913043478261,0.9,0.43000250438267,0.508684545454545
"Norscia_2015f","Primates","Lemur_catta","Ring-tailed lemur","Madagascar","Natural","MF","Mixed","Avoidance Interactions","ESM2","Count","Yes","Lemur_catta1","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",10,90,9,0.111111111111111,0.933333333333333,0.896103896103896,0.738989898989899,0.751637575757576
"Norscia_2015g","Primates","Lemur_catta","Ring-tailed lemur","Madagascar","Natural","MF","Mixed","Avoidance Interactions","ESM2","Count","Yes","Lemur_catta2","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",13,290,22.3076923076923,0.243589743589744,0.944827586206897,0.967741935483871,0.612039714671293,0.584646153846154
"Norscia_2015h","Primates","Propithecus_verreauxi","Verreaux's sifaka","Madagascar","Natural","MF","Mixed","Avoidance Interactions","ESM2","Count","Yes","Propithecus_verreauxi1","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",10,71,7.1,0.577777777777778,0.887323943661972,1,0.267099567099567,0.377190303030303
"Norscia_2015i","Primates","Propithecus_verreauxi","Verreaux's sifaka","Madagascar","Natural","MF","Mixed","Avoidance Interactions","ESM2","Count","Yes","Propithecus_verreauxi2","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",6,41,6.83333333333333,0.2,0.658536585365854,1,0.593589743589744,0.62864
"Norscia_2015j","Primates","Eulemur_fulvus","Brown lemur","Madagascar","Natural","MF","Mixed","Avoidance Interactions","ESM2","Count","Yes","Eulemur_fulvus1","Matrix","","","Norscia, I., & Palagi, E. (2015). The socio-matrix reloaded: from hierarchy to dominance profile in wild lemurs. PeerJ, 3, e729.",11,47,4.27272727272727,0.581818181818182,0.914893617021277,1,0.207300275482093,0.3484
"Ortius_1995","Hymenoptera","Leptothorax","Small ants","USA/Canada","Captive","F","Non-Adult","Fighting","Fig2a","Count","No","Leptothorax1","Matrix","","precise species not provided","Ortius, D. & Heinze, J. 1995 Dynamics and consequences of hierarchy formation in the ant Leptothorax sp. A. Ethology 99, 223-233.",6,131,21.8333333333333,0,0.618320610687023,1,0.904329004329004,0.914285714285714
"Oshea_1976","Rodentia","Xerus_rutilus","Unstriped ground squirrel","Kenya","Natural","MF","Mixed","Chase/Supplant","Tb1","Count","No","Xerus_rutilus1","Matrix","","","O'Shea, T. J. 1976 Home range, social behavior, and dominance relationships in the African unstriped ground squirrel, Xerus rutilus. J. Mammol. 57, 450-460.",10,244,24.4,0.177777777777778,0.991803278688525,0.944444444444445,0.689212121212121,0.792518787878788
"Owens_1996","Carnivora","Hyaena_brunnea","Brown hyena","Botswana","Natural","F","Adult","Dominance/Submission","Fig1","Count","No","Hyaena_brunnea1","Matrix","","","Owens, D. & Owens, M. 1996 Social dominance and reproductive patterns in brown hyaenas, Hyaena brunnea, of the central Kalahari desert. Anim. Behav. 51, 535-551.",7,372,53.1428571428571,0.238095238095238,1,1,0.627551020408163,0.748392857142857
"Painter_2018","Primates","Papio_hamadryas_hamadryas","Hamadryas baboons","USA","Captive","MF","Adult","Agonistic interactions","Tbl7","Count","No","Papio_hamadryas_hamadryas1","Matrix","","","Painter MC, 2018, Social Relationships and Self-Directed Behavior in Hamadryas Baboons (Papio hamadryas hamadryas), Master's Thesis, Bucknell University
",12,349,29.0833333333333,0.106060606060606,0.948424068767908,1,0.77435926867745,0.888787412587413
"Paoli_2006","Primates","Pan_paniscus","Bonobo","Netherlands","Captive","MF","Adult","Agonistic/Displacement","Tb2","Count","No","Pan_paniscus1","Matrix","","","Paoli, T., Palagi, E. & Borgognini Tarli, S. M. 2006 Reevaluation of dominance hierarchy in bonobos (Pan paniscus). Am. J. Phys. Anthropol. 130, 116-122.",8,300,37.5,0.0357142857142857,0.626666666666667,0.2,0.430359825089456,0.42845
"Pardi_1948a","Hymenoptera","Polistes_gallicus","Paper wasp","Italy","Natural","F","Adult","Agonistic interactions","Tbl2","Binary","No","Polistes_gallicus1","Matrix","","","Pardi L, 1948, Dominance Order in Polistes Wasps, Physiological Zoology , Jan., 1948, Vol. 21, No. 1 (Jan., 1948), pp. 1-13
",7,NA,2.71428571428571,0.0952380952380952,NA,1,NA,0.837814285714286
"Pardi_1948b","Hymenoptera","Polistes_gallicus","Paper wasp","Italy","Natural","F","Adult","Agonistic interactions","Tbl4","Count","No","Polistes_gallicus3","Matrix","","","Pardi L, 1948, Dominance Order in Polistes Wasps, Physiological Zoology , Jan., 1948, Vol. 21, No. 1 (Jan., 1948), pp. 1-13
",10,308,30.8,0.2,0.987012987012987,1,0.671030303030303,0.842135757575758
"Parsons_1980a","Passeriformes","Zonotrichia_leucophrys","White-crowned sparrow","USA","Captive","MF","Mixed","Displacement at feeder","Tb2(top)","Count","Yes","Zonotrichia_leucophrys1","Matrix","","birds were food stressed for interactions. this matrix is ""pre stabilization"" ","Parsons, J. & Baptista, L. F. 1980 Crown color and dominance in the white-crowned sparrow. Auk 4, 807-815.",8,439,54.875,0,0.895216400911162,0.714285714285714,0.827867795643212,0.80952380952381
"Parsons_1980b","Passeriformes","Zonotrichia_leucophrys","White-crowned sparrow","USA","Captive","MF","Mixed","Displacement at feeder","Tb2(bottom)","Count","Yes","Zonotrichia_leucophrys1","Matrix","","birds were food stressed for interactions. This matrix is ""post stabilization""","Parsons, J. & Baptista, L. F. 1980 Crown color and dominance in the white-crowned sparrow. Auk 4, 807-815.",8,812,101.5,0,1,0.714285714285714,0.880952380952381,0.80952380952381
"Patterson_1977","Anseriformes","Tadorna_tadorna","Shelduck","Scotland","Natural","M","Adult","Attacks","Fig6","Count","No","Tadorna_tadorna1","Matrix","","","Patterson, I. J. 1977 Aggression and dominance in winter flocks of shelduck Tadorna tadorna (L.). Anim. Behav. 25, 447-459.",28,500,17.8571428571429,0.751322751322751,0.94,0.846153846153846,0.101805161059491,0.156885604816639
"Payne_2003","Primates","Cercopithecus_mitis","Blue monkey","South Africa","Natural","F","Adult","Aggressive Act","Tb1","Count","No","Cercopithecus_mitis1","Matrix","","","Payne, H. F. P., Lawes, M. J. & Henzi, S. P. 2003 Competition and the exchange of grooming among female samango monkeys (Cercopithecus mitis erythrarchus). Behaviour 140, 453-471.",9,90,10,0.0833333333333333,0.977777777777778,1,0.880740740740741,0.816776666666667
"Poisbleau_2005a","Anseriformes","Anas_platyrhynchos","Mallard","France","Captive","M","Adult","Aggressive Encounter","Fig1b","Count","No","Anas_platyrhynchos1","Matrix","","","Poisbleau, M., Fritz, H., Guillemain, M. & Lacroix, A. 2005 Testosterone and linear social dominance status in captive male dabbling ducks in winter. Ethology 111, 493-509. https://doi.org/10.1111/j.1439-0310.2005.01092.x",8,455,56.875,0.0357142857142857,0.925274725274725,1,0.88507564484127,0.952219047619048
"Poisbleau_2005b","Anseriformes","Anas_acuta","Pintail duck","France","Captive","M","Adult","Aggressive Encounter","Fig1c","Count","No","Anas_acuta1","Matrix","","","Poisbleau, M., Fritz, H., Guillemain, M. & Lacroix, A. 2005 Testosterone and linear social dominance status in captive male dabbling ducks in winter. Ethology 111, 493-509. https://doi.org/10.1111/j.1439-0310.2005.01092.x",6,88,14.6666666666667,0.133333333333333,0.931818181818182,1,0.753864734299517,0.97152
"Poisbleau_2005c","Anseriformes","Anas_penelope","Eurasian wigeon","France","Captive","M","Adult","Aggressive Encounter","Fig1a","Count","No","Anas_penelope1","Matrix","","","Poisbleau, M., Fritz, H., Guillemain, M. & Lacroix, A. 2005 Testosterone and linear social dominance status in captive male dabbling ducks in winter. Ethology 111, 493-509. https://doi.org/10.1111/j.1439-0310.2005.01092.x",7,303,43.2857142857143,0,0.947194719471947,0.542857142857143,0.769805194805195,0.714285714285714
"Poisbleau_2006a","Anseriformes","Anas_platyrhynchos","Mallard","France","Captive","MF","Adult","Aggressive Encounter","Fig2a","Count","No","Anas_platyrhynchos1","Matrix","","","Poisbleau, M., Jenouvrier, S. & Fritz, H. 2006 Assessing the reliability of dominance scores for assigning individual ranks in a hierarchy. Anim. Behav. 72, 835-842.https://doi.org/10.1016/j.anbehav.2006.01.024",16,1160,72.5,0.0666666666666667,0.881034482758621,0.551312649164678,0.637214595072325,0.532455882352941
"Poisbleau_2006b","Anseriformes","Branta_bernicla","Brent geese","France","Natural","MF","Adult","Aggressive Encounter","Fig2b","Count","No","Branta_bernicla1","Matrix","","","Poisbleau, M., Jenouvrier, S. & Fritz, H. 2006 Assessing the reliability of dominance scores for assigning individual ranks in a hierarchy. Anim. Behav. 72, 835-842.https://doi.org/10.1016/j.anbehav.2006.01.024",19,187,9.8421052631579,0.491228070175439,0.828877005347594,0.68,0.228885811018775,0.294405964912281
"Post_1992","Passeriformes","Quiscalus_major","Boat-tailed grackle","USA","Natural","M","Mixed","Dyadic Aggression and displacement","Tb1","Count","No","Quiscalus_major1","Matrix","","","Post, W. 1992 Dominance and mating success in male boat-tailed grackles. Anim. Behav. 44, 917-929.",15,1163,77.5333333333333,0.0857142857142857,0.969045571797077,0.964601769911504,0.821311517303114,0.836191071428571
"Prieto_1978","Squamata","Sauromalus_obesus","Chuckwalla lizard","USA","Captive","MF","Adult","Aggressive Displays","Tb1","Count","No","Sauromalus_obesus1","Matrix","","","Prieto, A. A. & Ryan, M. J. 1978 Some observations of the social behavior of the Arizona chuckwalla, Sauromalus obesus tumidus (Reptilia, Lacertilia, Iguanidae). J. Herpetol. 12, 327-336.",18,3253,180.722222222222,0.163398692810458,0.725791577005841,0.564853556485356,0.529032044968479,0.56590608875129
"Reason_1988","Artiodactyla","Addax_nasomaculatus","White antelope","USA","Captive","F","Adult","Spatial Displacement","Tb1","Count","No","Addax_nasomaculatus1","Matrix","","","Reason, R. C. & Laird, E. W. 1988 Determinants of dominance in captive female addax (Addax nasomaculatus). J. Mammal. 69, 375-377. doi:10.2307/1381391",18,425,23.6111111111111,0.215686274509804,0.976470588235294,0.943262411347518,0.654761911762256,0.559344066047472
"Richter_2009","Primates","Macaca_arctoides","Stump-tailed macaque","Thailand","Natural","M","Adult","Aggressive/Submissive","Tb1","Count","No","Macaca_arctoides1","Matrix","","","Richter, C., Mevis, L., Malaivijitnond, S., Schülke, O. & Ostner, J. 2009 Social Relationships in Free-Ranging Male Macaca arctoides. Int. J. Primatol. 30, 625-642.",9,258,28.6666666666667,0.0277777777777778,0.891472868217054,0.6875,0.731164392462638,0.70828
"RizaldiWatanabe_2010a","Primates","Macaca_fuscata_fuscata","Japanese macaque","Japan","Captive","MF","Mixed","Submissive Interaction","Fig2","Count","No","Macaca_fuscata_fuscata4","Matrix","","","Rizaldi, Watanabe, K. (2010). Early development of peer dominance relationships in a captive group of Japanese macaques Macaca fuscata. Current Zoology,56(2).",9,412,45.7777777777778,0,0.733009708737864,0.943661971830986,0.845681669451406,0.925
"RizaldiWatanabe_2010b","Primates","Macaca_fuscata_fuscata","Japanese macaque","Japan","Captive","MF","Mixed","Submissive Interaction","Fig2","Count","No","Macaca_fuscata_fuscata5","Matrix","","","Rizaldi, Watanabe, K. (2010). Early development of peer dominance relationships in a captive group of Japanese macaques Macaca fuscata. Current Zoology,56(2).",8,201,25.125,0.0357142857142857,0.791044776119403,1,0.821610235003092,0.964280952380952
"Robbins_2008","Primates","Gorilla_beringei_beringei","Mountain gorilla","Uganda","Natural","MF","Adult","Displacement","Tb2","Count","No","Gorilla_beringei_beringei1","Matrix","","","Robbins, M. M. 2008 Feeding competition and agonistic relationships among Bwindi Gorilla beringei. Int. J. Primatol. 29, 999-1018.",8,137,17.125,0.178571428571429,1,1,0.693452380952381,0.822980952380952
"Roell_1978","Passeriformes","Corvus_monedula","Western jackdaw","Netherlands","Natural","MF","Adult","Fight/Supplant/Threat","Tb11","Count","No","Corvus_monedula1","Matrix","","","A. Röell. (1978). Social Behaviour of the Jackdaw, Corvus monedula, in Relation to Its Niche. Behaviour, 64(1/2), 1-124. Retrieved from http://www.jstor.org/stable/4533862",18,789,43.8333333333333,0.156862745098039,0.865652724968314,0.875,0.665582510552576,0.671500103199174
"Rossler_2017","Passeriformes","Corvus_monedula","Western jackdaw","Germany","Captive","MF","Adult","Displacements","Tbl A3","Count","No","Corvus_monedula3","Matrix","","","Rossler C., 2017, Comparing food sharing and social tolerance in jackdaws (Corvus monedula) under daily life conditions and in experimental settings, Masters Thesis, University of Vienna
",11,712,64.7272727272727,0.0363636363636364,0.912921348314607,0.972972972972973,0.868232854489539,0.867354545454545
"Rovero_1999a","Testudines","Emys_orbicularis","Pond turtle","Italy","Natural","M","Adult","Fights","Fig2A","Count","No","Emys_orbicularis1","Matrix","","","Rovero, F., Lebboroni, M. & Chelazzi, G. 1999 Aggressive interactions and mating in wild populations of the European pond turtle Emys orbicularis. J. Herpetol. 33, 258-263.",8,52,6.5,0.321428571428571,0.692307692307692,1,0.494047619047619,0.524609523809524
"Rovero_1999b","Testudines","Emys_orbicularis","Pond turtle","Italy","Natural","M","Adult","Fights","Fig2B","Count","No","Emys_orbicularis2","Matrix","","","Rovero, F., Lebboroni, M. & Chelazzi, G. 1999 Aggressive interactions and mating in wild populations of the European pond turtle Emys orbicularis. J. Herpetol. 33, 258-263.",12,75,6.25,0.363636363636364,0.786666666666667,0.692307692307693,0.388500388500388,0.416606293706294
"Russell_1970a","Diprotodontia","Megaleia_rufa","Red kangaroo","Australia","Captive","MF","Mixed","Agonistic Interactions","Tb2a","Count","No","Megaleia_rufa1","Matrix","","1 male + rest female","Russell, E. M. 1970 Agonistic interactions in the red kangaroo (Megaleia rufa). J. Mammal. 51, 80-88.",11,143,13,0.181818181818182,0.818181818181818,1,0.617782369146005,0.760260909090909
"Russell_1970b","Diprotodontia","Megaleia_rufa","Red kangaroo","Australia","Captive","MF","Mixed","Agonistic Interactions","Tb2b","Count","No","Megaleia_rufa2","Matrix","","1 male + rest female","Russell, E. M. 1970 Agonistic interactions in the red kangaroo (Megaleia rufa). J. Mammal. 51, 80-88.",13,154,11.8461538461538,0.307692307692308,0.74025974025974,0.884057971014493,0.449547156140563,0.45922967032967
"Rutberg_1986a","Artiodactyla","Bison_bison","American bison","USA","Natural","F","Adult","Aggressive Interaction","Tb2","Count","Yes","Bison_bison3","Matrix","","","Rutberg, A. T. 1986 Dominance and its fitness consequences in American bison cows. Behaviour 96:62-91.",29,242,8.3448275862069,0.633004926108374,0.983471074380165,0.56140350877193,0.147078308136572,0.157337684729064
"Rutberg_1986b","Artiodactyla","Bison_bison","American bison","USA","Natural","F","Adult","Aggressive Interaction","Tb1","Count","Yes","Bison_bison3","Matrix","","","Rutberg, A. T. 1986 Dominance and its fitness consequences in American bison cows. Behaviour 96:62-91.",22,112,5.09090909090909,0.61038961038961,1,0.890909090909091,0.184538781376726,0.252978656126482
"Samuels_1987","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","F","Mixed","Submission/Aggression","Tb2","Count","Yes","Papio_cynocephalus8","Matrix","","","Samuels, A., Silk, J. B. & Altmann, J. 1987 Continuity and change in dominance relations among female baboons. Anim. Behav. 35, 785-793.",19,367,19.3157894736842,0.233918128654971,0.994550408719346,1,0.639989926970536,0.575948771929825
"Samuels_1987b","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","F","Mixed","Submission/Aggression","Tb1","Count","Yes","Papio_cynocephalus8","Matrix","","","Samuels, A., Silk, J. B. & Altmann, J. 1987 Continuity and change in dominance relations among female baboons. Anim. Behav. 35, 785-793.",19,144,7.57894736842105,0.567251461988304,0.986111111111111,1,0.24844567559249,0.273005964912281
"Sandel_2017a","Primates","Pan_troglodytes_troglodytes","Chimpanzee","Uganda","Natural","M","Non-Adult","Pant Grunt","Tb2","Count","Yes","Pan_troglodytes_troglodytes2","Matrix","","","Sandel, A. A., Reddy, R. B., & Mitani, J. C. (2017). Adolescent male chimpanzees do not form a dominance hierarchy with their peers. Primates, 1-11.",23,51,2.21739130434783,0.857707509881423,0.96078431372549,1,0.044079738786733,0.162896442687747
"Sandel_2017b","Primates","Pan_troglodytes_troglodytes","Chimpanzee","Uganda","Natural","M","Non-Adult","Aggression","Tb3","Count","Yes","Pan_troglodytes_troglodytes2","Matrix","","","Sandel, A. A., Reddy, R. B., & Mitani, J. C. (2017). Adolescent male chimpanzees do not form a dominance hierarchy with their peers. Primates, 1-11.",23,21,0.91304347826087,0.944664031620553,1,NA,0.0110414160508675,0.132474901185771
"SatohOhkawara_2008a","Hymenoptera","Vollenhovia_nipponica","Inquilline ant","Japan","Captive","F","Adult","Attacks","Tb2C","Count","No","Vollenhovia_nipponica1","Matrix","","All are queen ants","Satoh A. & Ohkawara K. 2008 Dominance hierarchies and aggressive behavior among queens of the inquiline ant Vollenhovia nipponica. Insectes Soc 55:200-206.",8,241,30.125,0.142857142857143,0.726141078838174,1,0.574463540323503,0.904321428571428
"SatohOhkawara_2008b","Hymenoptera","Vollenhovia_nipponica","Inquilline ant","Japan","Captive","F","Adult","Attacks","Tb2D","Count","No","Vollenhovia_nipponica2","Matrix","","","Satoh A. & Ohkawara K. 2008 Dominance hierarchies and aggressive behavior among queens of the inquiline ant Vollenhovia nipponica. Insectes Soc 55:200-206.",9,284,31.5555555555556,0.0833333333333333,0.507042253521127,0.888888888888889,0.553150380862369,0.666305
"SatohOhkawara_2008c","Hymenoptera","Vollenhovia_nipponica","Inquilline ant","Japan","Captive","F","Adult","Attacks","Tb2E","Count","No","Vollenhovia_nipponica3","Matrix","","","Satoh A. & Ohkawara K. 2008 Dominance hierarchies and aggressive behavior among queens of the inquiline ant Vollenhovia nipponica. Insectes Soc 55:200-206.",10,103,10.3,0.577777777777778,0.844660194174757,1,0.243097643097643,0.514749090909091
"ScheinFohrman_1955","Artiodactyla","Bos_taurus","Dairy cattle","USA","Captive","F","Mixed","Physical Contests/Fights","Fig1","Count","No","Bos_taurus1","Matrix","","","Schein, M. W., & Fohrman, M. H. (1955). Social dominance relationships in a herd of dairy cattle. The British Journal of Animal Behaviour, 3(2), 45-55.",28,498,17.7857142857143,0.457671957671958,0.93574297188755,0.920122887864824,0.326597672913355,0.359899671592775
"SchjelderupEbbe_1922a","Galliformes","Gallus_gallus_domesticus","Chicken","Germany","Captive","F","Adult","Pecks","Text","Binary","No","Gallus_gallus_domesticus1","Matrix","","","Schjelderup-Ebbe T, 1922, Beitrage zur sozialpsychologie des haushuhns, Zeitschrift fur Psychologie und Physiologie der Sinnesorgane 88: 225-252.",7,NA,3,0,NA,0.885714285714286,NA,0.928571428571428
"SchjelderupEbbe_1922b","Galliformes","Gallus_gallus_domesticus","Chicken","Germany","Captive","F","Adult","Pecks","Text","Binary","No","Gallus_gallus_domesticus2","Matrix","","","Schjelderup-Ebbe T, 1922, Beitrage zur sozialpsychologie des haushuhns, Zeitschrift fur Psychologie und Physiologie der Sinnesorgane 88: 225-252.",10,NA,4.5,0,NA,0.966666666666667,NA,0.975757575757576
"ScottLockhard_1999a","Primates","Gorilla_gorilla_gorilla","Western gorilla","England","Captive","F","Adult","Supplant","Tb2b","Count","No","Gorilla_gorilla_gorilla1","Matrix","","","Scott, J. & Lockard, J. S. 1999 Female dominance relationships among captive western lowland gorillas: comparisons with the wild. Behaviour 136, 1283-1310.",6,75,12.5,0,0.786666666666667,1,0.736462585034014,0.828571428571429
"ScottLockhard_1999b","Primates","Gorilla_gorilla_gorilla","Western gorilla","England","Captive","F","Adult","Supplant","Tb2c","Count","No","Gorilla_gorilla_gorilla2","Matrix","","","Scott, J. & Lockard, J. S. 1999 Female dominance relationships among captive western lowland gorillas: comparisons with the wild. Behaviour 136, 1283-1310.",6,27,4.5,0.2,0.555555555555556,-0.5,0.304444444444444,0.284125714285714
"Seibert_2001","Psittaciformes","Nymphicus_hollandicus","Cockatiel","USA","Captive","MF","Adult","Agonistic Encounters","Tb3","Count","Yes","Nymphicus_hollandic1us","Matrix","","","Seibert, L. M., & Crowell-Davis, S. L. (2001). Gender effects on aggression, dominance rank, and affiliative behaviors in a flock of captive adult cockatiels (Nymphicus hollandicus). Applied animal behaviour science, 71(2), 155-170.",12,579,48.25,0.0454545454545455,0.709844559585492,0.770700636942675,0.714637433758937,0.720227972027972
"Setchell_2005a","Primates","Mandrillus_sphinx","Mandrill","Gabon","Captive","M","Adult","Avoids/Flees","Tb3","Count","No","Mandrillus_sphinx1","Matrix","","","Setchell, J. M. & Wickings, E. J. 2005 Dominance, status signals and coloration in male mandrills (Mandrillus sphinx). Ethology 111, 25-50.",11,1488,135.272727272727,0,0.846774193548387,0.871794871794872,0.891370302582026,0.895454545454545
"Setchell_2005b","Primates","Mandrillus_sphinx","Mandrill","Gabon","Captive","M","Adult","Avoids/Flees","Tb4","Count","No","Mandrillus_sphinx2","Matrix","","","Setchell, J. M. & Wickings, E. J. 2005 Dominance, status signals and coloration in male mandrills (Mandrillus sphinx). Ethology 111, 25-50.",8,982,122.75,0,0.841140529531568,1,0.929051813277168,1
"SetiaVanSchaik_2007","Primates","Pongo_abelii","Orangutan","Indonesia","Natural","M","Adult","Chases","Tb1","Count","No","Pongo_abelii1","Matrix","","","Mitra Setia, T., & Van Schaik, C. P. (2007). The response of adult orang-utans to flanged male long calls: inferences about their function. Folia Primatologica, 78(4), 215-226.",6,22,3.66666666666667,0.2,0.909090909090909,0.636363636363636,0.583333333333333,0.629142857142857
